2025-03-05 12:52:21.6603 | INFO | Now listening on: http://localhost:5115 
2025-03-05 12:52:21.6603 | INFO | Application started. Press Ctrl+C to shut down. 
2025-03-05 12:52:21.6603 | INFO | Hosting environment: Development 
2025-03-05 12:52:21.6603 | INFO | Content root path: F:\Rohanshu\RKIT-Main\RKIT-Training\DOTNET-CORE\FullDemo 
2025-03-05 12:52:22.3384 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/swagger/index.html - - 
2025-03-05 12:52:22.8837 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/_framework/aspnetcore-browser-refresh.js - - 
2025-03-05 12:52:22.8957 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/_vs/browserLink - - 
2025-03-05 12:52:22.8957 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/_framework/aspnetcore-browser-refresh.js - - - 200 11986 application/javascript;+charset=utf-8 5.9040ms 
2025-03-05 12:52:22.9667 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/swagger/index.html - - - 200 - text/html;charset=utf-8 632.8259ms 
2025-03-05 12:52:23.0813 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 186.5186ms 
2025-03-05 12:52:23.4521 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/swagger/v1/swagger.json - - 
2025-03-05 12:52:23.9423 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 490.6288ms 
2025-03-05 12:56:57.6488 | INFO | Now listening on: http://localhost:5115 
2025-03-05 12:56:57.6488 | INFO | Application started. Press Ctrl+C to shut down. 
2025-03-05 12:56:57.6509 | INFO | Hosting environment: Development 
2025-03-05 12:56:57.6509 | INFO | Content root path: F:\Rohanshu\RKIT-Main\RKIT-Training\DOTNET-CORE\FullDemo 
2025-03-05 12:56:58.4848 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/swagger/index.html - - 
2025-03-05 12:56:58.9747 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/_framework/aspnetcore-browser-refresh.js - - 
2025-03-05 12:56:58.9805 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/_vs/browserLink - - 
2025-03-05 12:56:59.0109 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/swagger/index.html - - - 200 - text/html;charset=utf-8 525.4493ms 
2025-03-05 12:56:59.0109 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/_framework/aspnetcore-browser-refresh.js - - - 200 11986 application/javascript;+charset=utf-8 29.3913ms 
2025-03-05 12:56:59.0356 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 55.3061ms 
2025-03-05 12:56:59.2584 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/swagger/v1/swagger.json - - 
2025-03-05 12:56:59.4556 | INFO | Request finished HTTP/1.1 GET http://localhost:5115/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 197.6056ms 
2025-03-05 12:57:44.3153 | INFO | Request starting HTTP/1.1 POST http://localhost:5115/api/Users/signup application/json 180 
2025-03-05 12:57:44.8746 | INFO | Executing endpoint 'FullDemo.Controllers.UsersController.Signup (FullDemo)' 
2025-03-05 12:57:44.8937 | INFO | Route matched with {action = "Signup", controller = "Users"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ActionResult`1[FullDemo.Models.Response] Signup(FullDemo.Models.DTO.DTOITH01) on controller FullDemo.Controllers.UsersController (FullDemo). 
2025-03-05 12:57:44.9692 | INFO | Executing action method FullDemo.Controllers.UsersController.Signup (FullDemo) - Validation state: Valid 
2025-03-05 12:57:47.6894 | INFO | Executed action method FullDemo.Controllers.UsersController.Signup (FullDemo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 2708.2713ms. 
2025-03-05 12:57:47.6990 | INFO | Executing OkObjectResult, writing value of type 'FullDemo.Models.Response'. 
2025-03-05 12:57:47.7153 | INFO | Executed action FullDemo.Controllers.UsersController.Signup (FullDemo) in 2819.8203ms 
2025-03-05 12:57:47.7153 | INFO | Executed endpoint 'FullDemo.Controllers.UsersController.Signup (FullDemo)' 
2025-03-05 12:57:47.7153 | INFO | Request finished HTTP/1.1 POST http://localhost:5115/api/Users/signup application/json 180 - 200 - application/json;+charset=utf-8 3404.3611ms 
2025-03-05 12:58:09.9683 | INFO | Request starting HTTP/1.1 POST http://localhost:5115/api/Users/login application/json 61 
2025-03-05 12:58:09.9683 | INFO | Executing endpoint 'FullDemo.Controllers.UsersController.Login (FullDemo)' 
2025-03-05 12:58:09.9829 | INFO | Route matched with {action = "Login", controller = "Users"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ActionResult`1[FullDemo.Models.Response] Login(FullDemo.Models.DTO.DTOITH02) on controller FullDemo.Controllers.UsersController (FullDemo). 
2025-03-05 12:58:09.9829 | INFO | Executing action method FullDemo.Controllers.UsersController.Login (FullDemo) - Validation state: Valid 
2025-03-05 12:58:10.6566 | INFO | Executed action method FullDemo.Controllers.UsersController.Login (FullDemo), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 667.3641ms. 
2025-03-05 12:58:10.6566 | INFO | Executing OkObjectResult, writing value of type 'FullDemo.Models.Response'. 
2025-03-05 12:58:10.6566 | INFO | Executed action FullDemo.Controllers.UsersController.Login (FullDemo) in 675.3506ms 
2025-03-05 12:58:10.6566 | INFO | Executed endpoint 'FullDemo.Controllers.UsersController.Login (FullDemo)' 
2025-03-05 12:58:10.6566 | INFO | Request finished HTTP/1.1 POST http://localhost:5115/api/Users/login application/json 61 - 200 - application/json;+charset=utf-8 690.6084ms 
2025-03-05 12:59:05.6563 | INFO | Request starting HTTP/1.1 GET http://localhost:5115/api/Items - - 
